"country","date","daily_vaccinations","daily_vaccinations_per_million"
"Turks and Caicos Islands","2021-01-14",222,5734
"Turks and Caicos Islands","2021-01-15",222,5734
"Turks and Caicos Islands","2021-01-16",222,5734
"Turks and Caicos Islands","2021-01-17",222,5734
"Turks and Caicos Islands","2021-01-18",222,5734
"Turks and Caicos Islands","2021-01-19",222,5734
"Turks and Caicos Islands","2021-01-20",222,5734
"Turks and Caicos Islands","2021-01-21",222,5734
"Turks and Caicos Islands","2021-01-22",222,5734
"Turks and Caicos Islands","2021-01-23",222,5734
"Turks and Caicos Islands","2021-01-24",222,5734
"Turks and Caicos Islands","2021-01-25",222,5734
"Turks and Caicos Islands","2021-01-26",222,5734
"Turks and Caicos Islands","2021-01-27",222,5734
"Turks and Caicos Islands","2021-01-28",222,5734
"Turks and Caicos Islands","2021-01-29",222,5734
"Turks and Caicos Islands","2021-01-30",222,5734
"Turks and Caicos Islands","2021-01-31",222,5734
"Turks and Caicos Islands","2021-02-01",222,5734
"Turks and Caicos Islands","2021-02-02",222,5734
"Turks and Caicos Islands","2021-02-03",222,5734
"Turks and Caicos Islands","2021-02-04",222,5734
"Turks and Caicos Islands","2021-02-05",222,5734
"Turks and Caicos Islands","2021-02-06",222,5734
"Turks and Caicos Islands","2021-02-07",222,5734
"Turks and Caicos Islands","2021-02-08",222,5734
"United Arab Emirates","2021-01-06",30698,3104
"United Arab Emirates","2021-01-07",30698,3104
"United Arab Emirates","2021-01-08",38418,3884
"United Arab Emirates","2021-01-09",48512,4905
"United Arab Emirates","2021-01-10",52053,5263
"United Arab Emirates","2021-01-11",56825,5745
"United Arab Emirates","2021-01-12",64193,6490
"United Arab Emirates","2021-01-13",76797,7765
"United Arab Emirates","2021-01-14",91448,9246
"United Arab Emirates","2021-01-15",103490,10464
"United Arab Emirates","2021-01-16",111082,11231
"United Arab Emirates","2021-01-17",113744,11500
"United Arab Emirates","2021-01-18",114896,11617
"United Arab Emirates","2021-01-19",112816,11407
"United Arab Emirates","2021-01-20",109510,11072
"United Arab Emirates","2021-01-21",102605,10374
"United Arab Emirates","2021-01-22",96156,9722
"United Arab Emirates","2021-01-23",89839,9083
"United Arab Emirates","2021-01-24",86430,8739
"United Arab Emirates","2021-01-25",85653,8660
"United Arab Emirates","2021-01-26",87473,8844
"United Arab Emirates","2021-01-27",86186,8714
"United Arab Emirates","2021-01-28",88940,8993
"United Arab Emirates","2021-01-29",95361,9642
"United Arab Emirates","2021-01-30",98196,9928
"United Arab Emirates","2021-01-31",120910,12225
"United Arab Emirates","2021-02-01",124241,12562
"United Arab Emirates","2021-02-02",117852,11916
"United Arab Emirates","2021-02-03",114295,11556
"United Arab Emirates","2021-02-04",140103,14166
"United Arab Emirates","2021-02-05",145536,14715
"United Arab Emirates","2021-02-06",155311,15703
"United Arab Emirates","2021-02-07",139958,14151
"United Arab Emirates","2021-02-08",138982,14052
"United Arab Emirates","2021-02-09",146357,14798
"United Arab Emirates","2021-02-10",160020,16179
"United Arab Emirates","2021-02-11",134691,13618
"United Arab Emirates","2021-02-12",125205,12659
"United Arab Emirates","2021-02-13",114845,11612
"United Kingdom","2020-12-14",83940,1236
"United Kingdom","2020-12-15",83940,1236
"United Kingdom","2020-12-16",83940,1236
"United Kingdom","2020-12-17",83940,1236
"United Kingdom","2020-12-18",83940,1236
"United Kingdom","2020-12-19",83940,1236
"United Kingdom","2020-12-20",83940,1236
"United Kingdom","2020-12-21",78666,1159
"United Kingdom","2020-12-22",73391,1081
"United Kingdom","2020-12-23",68117,1003
"United Kingdom","2020-12-24",62842,926
"United Kingdom","2020-12-25",57568,848
"United Kingdom","2020-12-26",52293,770
"United Kingdom","2020-12-27",47019,693
"United Kingdom","2020-12-28",48383,713
"United Kingdom","2020-12-29",49747,733
"United Kingdom","2020-12-30",51111,753
"United Kingdom","2020-12-31",52475,773
"United Kingdom","2021-01-01",53839,793
"United Kingdom","2021-01-02",55203,813
"United Kingdom","2021-01-03",56567,833
"United Kingdom","2021-01-04",74590,1099
"United Kingdom","2021-01-05",92612,1364
"United Kingdom","2021-01-06",110635,1630
"United Kingdom","2021-01-07",128657,1895
"United Kingdom","2021-01-08",146680,2161
"United Kingdom","2021-01-09",164702,2426
"United Kingdom","2021-01-10",182725,2692
"United Kingdom","2021-01-11",180313,2656
"United Kingdom","2021-01-12",186170,2742
"United Kingdom","2021-01-13",201308,2965
"United Kingdom","2021-01-14",221198,3258
"United Kingdom","2021-01-15",241988,3565
"United Kingdom","2021-01-16",255941,3770
"United Kingdom","2021-01-17",262404,3865
"United Kingdom","2021-01-18",268518,3955
"United Kingdom","2021-01-19",286118,4215
"United Kingdom","2021-01-20",297294,4379
"United Kingdom","2021-01-21",310246,4570
"United Kingdom","2021-01-22",331933,4890
"United Kingdom","2021-01-23",362307,5337
"United Kingdom","2021-01-24",361321,5322
"United Kingdom","2021-01-25",371761,5476
"United Kingdom","2021-01-26",366883,5404
"United Kingdom","2021-01-27",359424,5295
"United Kingdom","2021-01-28",359934,5302
"United Kingdom","2021-01-29",361343,5323
"United Kingdom","2021-01-30",377914,5567
"United Kingdom","2021-01-31",392361,5780
"United Kingdom","2021-02-01",402534,5930
"United Kingdom","2021-02-02",411699,6065
"United Kingdom","2021-02-03",434171,6396
"United Kingdom","2021-02-04",443943,6540
"United Kingdom","2021-02-05",445128,6557
"United Kingdom","2021-02-06",436908,6436
"United Kingdom","2021-02-07",430859,6347
"United Kingdom","2021-02-08",431338,6354
"United Kingdom","2021-02-09",436774,6434
"United Kingdom","2021-02-10",434444,6400
"United Kingdom","2021-02-11",437897,6450
"United Kingdom","2021-02-12",445204,6558
"United States","2020-12-21",57909,173
"United States","2020-12-22",127432,381
"United States","2020-12-23",150606,450
"United States","2020-12-24",191001,571
"United States","2020-12-25",215238,644
"United States","2020-12-26",231396,692
"United States","2020-12-27",211379,632
"United States","2020-12-28",216147,646
"United States","2020-12-29",235685,705
"United States","2020-12-30",255223,763
"United States","2020-12-31",278776,834
"United States","2021-01-01",302329,904
"United States","2021-01-02",325882,974
"United States","2021-01-03",336949,1007
"United States","2021-01-04",348017,1041
"United States","2021-01-05",339372,1015
"United States","2021-01-06",358887,1073
"United States","2021-01-07",378253,1131
"United States","2021-01-08",419933,1256
"United States","2021-01-09",461263,1379
"United States","2021-01-10",546636,1634
"United States","2021-01-11",632009,1890
"United States","2021-01-12",641524,1918
"United States","2021-01-13",710238,2124
"United States","2021-01-14",747082,2234
"United States","2021-01-15",798707,2388
"United States","2021-01-16",811670,2427
"United States","2021-01-17",824632,2466
"United States","2021-01-18",837595,2504
"United States","2021-01-19",911493,2725
"United States","2021-01-20",892403,2668
"United States","2021-01-21",913912,2733
"United States","2021-01-22",975540,2917
"United States","2021-01-23",1057387,3162
"United States","2021-01-24",1122182,3355
"United States","2021-01-25",1126251,3368
"United States","2021-01-26",1119058,3346
"United States","2021-01-27",1161050,3472
"United States","2021-01-28",1235330,3694
"United States","2021-01-29",1253815,3749
"United States","2021-01-30",1291416,3861
"United States","2021-01-31",1324949,3962
"United States","2021-02-01",1355451,4053
"United States","2021-02-02",1319981,3947
"United States","2021-02-03",1317946,3941
"United States","2021-02-04",1287147,3849
"United States","2021-02-05",1276364,3816
"United States","2021-02-06",1351437,4041
"United States","2021-02-07",1441091,4309
"United States","2021-02-08",1456459,4355
"United States","2021-02-09",1489333,4453
"United States","2021-02-10",1555959,4652
"United States","2021-02-11",1598080,4778
"United States","2021-02-12",1655907,4951
"United States","2021-02-13",1657703,4957
"Wales","2020-12-14",2223,705
"Wales","2020-12-15",2223,705
"Wales","2020-12-16",2223,705
"Wales","2020-12-17",2223,705
"Wales","2020-12-18",2223,705
"Wales","2020-12-19",2223,705
"Wales","2020-12-20",2223,705
"Wales","2020-12-21",2159,685
"Wales","2020-12-22",2095,664
"Wales","2020-12-23",2031,644
"Wales","2020-12-24",1968,624
"Wales","2020-12-25",1904,604
"Wales","2020-12-26",1840,584
"Wales","2020-12-27",1776,563
"Wales","2020-12-28",1811,574
"Wales","2020-12-29",1845,585
"Wales","2020-12-30",1879,596
"Wales","2020-12-31",1914,607
"Wales","2021-01-01",1948,618
"Wales","2021-01-02",1983,629
"Wales","2021-01-03",2017,640
"Wales","2021-01-04",2460,780
"Wales","2021-01-05",2902,920
"Wales","2021-01-06",3344,1061
"Wales","2021-01-07",3787,1201
"Wales","2021-01-08",4229,1341
"Wales","2021-01-09",4672,1482
"Wales","2021-01-10",5114,1622
"Wales","2021-01-11",5129,1627
"Wales","2021-01-12",5847,1854
"Wales","2021-01-13",6776,2149
"Wales","2021-01-14",7961,2525
"Wales","2021-01-15",8442,2678
"Wales","2021-01-16",8922,2830
"Wales","2021-01-17",9403,2982
"Wales","2021-01-18",10123,3211
"Wales","2021-01-19",10672,3385
"Wales","2021-01-20",11105,3522
"Wales","2021-01-21",12318,3907
"Wales","2021-01-22",15148,4804
"Wales","2021-01-23",17371,5510
"Wales","2021-01-24",17063,5412
"Wales","2021-01-25",18279,5798
"Wales","2021-01-26",19537,6197
"Wales","2021-01-27",20845,6611
"Wales","2021-01-28",21463,6807
"Wales","2021-01-29",19705,6250
"Wales","2021-01-30",19885,6307
"Wales","2021-01-31",20824,6605
"Wales","2021-02-01",21508,6822
"Wales","2021-02-02",21530,6829
"Wales","2021-02-03",22149,7025
"Wales","2021-02-04",23101,7327
"Wales","2021-02-05",25788,8179
"Wales","2021-02-06",26854,8517
"Wales","2021-02-07",27089,8592
"Wales","2021-02-08",27364,8679
"Wales","2021-02-09",27921,8856
"Wales","2021-02-10",28015,8886
"Wales","2021-02-11",27897,8848
"Wales","2021-02-12",27743,8799
